"series_id","method_id","timestamp","origin_timestamp","forecast","lo80","hi80","lo90","hi90","horizon"
"Y8","ARIMA",1990,1988,11008.3967367438,8719.06177470638,13297.7316987811,8070.0671237533,13946.7263497342,2
"Y8","ARIMA",1991,1988,12368.4101051156,9134.91453253615,15601.9056776951,8218.26346780205,16518.5567424292,3
"Y8","ARIMA",1992,1988,13728.4234734875,9491.87709609576,17964.9698508793,8290.87506579652,19165.9718811785,4
"Y8","ARIMA",1993,1988,15088.4368418594,9784.53376386315,20392.3399198557,8280.95094008545,21895.9227436333,5
"Y8","ARIMA",1994,1988,16448.4502102313,10012.883405394,22884.0170150685,8188.48963975931,24708.4107807032,6
"Y9","ARIMA",1989,1988,5132.45,3825.3916127788,6439.5083872212,3454.85872184919,6810.04127815081,1
"Y9","ARIMA",1990,1988,5132.45,3283.99030197827,6980.90969802173,2759.97766232031,7504.92233767969,2
"Y9","ARIMA",1991,1988,5132.45,2868.55846487384,7396.34153512616,2226.77667190838,8038.12332809162,3
"Y9","ARIMA",1992,1988,5132.45,2518.33322555759,7746.56677444241,1777.26744369838,8487.63255630162,4
"Y9","ARIMA",1993,1988,5132.45,2209.77859561214,8055.12140438786,1381.24186359403,8883.65813640597,5
"Y9","ARIMA",1994,1988,5132.45,1930.82388728294,8334.07611271706,1023.20737158707,9241.69262841293,6
"Y10","ARIMA",1989,1988,10119.535384615,9749.1198356408,10489.9509335891,9644.11217450757,10594.9585947223,1
"Y10","ARIMA",1990,1988,10688.0707692299,10164.2240761568,11211.917462303,10015.7208176291,11360.4207208307,2
"Y10","ARIMA",1991,1988,11256.6061538449,10615.0276031081,11898.1847045816,10433.1489988414,12080.0633088484,3
"Y10","ARIMA",1992,1988,11825.1415384598,11084.3104405115,12565.9726364082,10874.295118245,12775.9879586746,4
"Y10","ARIMA",1993,1988,12393.6769230748,11565.4025756457,13221.9512705039,11330.5983071935,13456.7555389561,5
"Y10","ARIMA",1994,1988,12962.2123076897,12054.8832199101,13869.5413954694,11797.6680310506,14126.7565843289,6
"Y11","ARIMA",1989,1988,5218.43769230769,4845.57260147447,5591.30278314091,4739.87052926109,5697.00485535429,1
"Y11","ARIMA",1990,1988,5495.47538461538,4968.16451622357,6022.7862530072,4818.67921212847,6172.2715571023,2
"Y11","ARIMA",1991,1988,5772.51307692308,5126.69179523116,6418.33435861499,4943.61043569227,6601.41571815389,3
"Y11","ARIMA",1992,1988,6049.55076923077,5303.82058756433,6795.28095089721,5092.41644313757,7006.68509532397,4
"Y11","ARIMA",1993,1988,6326.58846153846,5492.83677199875,7160.34015107817,5256.47975316704,7396.69716990988,5
"Y11","ARIMA",1994,1988,6603.62615384615,5690.29693840827,7516.95536928404,5431.38079673066,7775.87151096165,6
"Y12","ARIMA",1989,1988,5786,5491.47859001136,6080.52140998864,5407.98586271571,6164.01413728429,1
"Y12","ARIMA",1990,1988,6656.5,5997.93010643632,7315.06989356368,5811.23469257639,7501.76530742361,2
"Y12","ARIMA",1991,1988,7527,6425.00179075293,8628.99820924707,6112.60061092525,8941.39938907475,3
"Y12","ARIMA",1992,1988,8397.5,6784.33980080995,10010.6601991901,6327.03129953539,10467.9687004646,4
"Y12","ARIMA",1993,1988,9268,7083.77076482497,11452.229235175,6464.57212697146,12071.4278730285,5
"Y12","ARIMA",1994,1988,10138.5,7328.94481355244,12948.0551864476,6532.47495754707,13744.5250424529,6
"Y13","ARIMA",1989,1988,6316.1346153838,6104.73715195218,6527.53207881543,6044.80890848095,6587.46032228666,1
"Y13","ARIMA",1990,1988,6664.16923076761,6365.20807093133,6963.13039060388,6280.45673624512,7047.8817252901,2
"Y13","ARIMA",1991,1988,7012.20384615141,6646.05269889665,7378.35499340617,6542.25393639612,7482.1537559067,3
"Y13","ARIMA",1992,1988,7360.23846153521,6937.44353467196,7783.03338839847,6817.58704772949,7902.88987534093,4
"Y13","ARIMA",1993,1988,7708.27307691901,7235.57397841487,8180.97217542316,7101.57035224104,8314.97580159699,5
"Y13","ARIMA",1994,1988,8056.30769230282,7538.49177397666,8574.12361062897,7391.69815629087,8720.91722831476,6
"Y14","ARIMA",1989,1988,2782.27285714286,1868.37285052812,3696.17286375759,1609.29489748314,3955.25081680257,1
"Y14","ARIMA",1990,1988,2782.27285714286,1868.37285052812,3696.17286375759,1609.29489748314,3955.25081680257,2
"Y14","ARIMA",1991,1988,2782.27285714286,1868.37285052812,3696.17286375759,1609.29489748314,3955.25081680257,3
"Y14","ARIMA",1992,1988,2782.27285714286,1868.37285052812,3696.17286375759,1609.29489748314,3955.25081680257,4
"Y14","ARIMA",1993,1988,2782.27285714286,1868.37285052812,3696.17286375759,1609.29489748314,3955.25081680257,5
"Y14","ARIMA",1994,1988,2782.27285714286,1868.37285052812,3696.17286375759,1609.29489748314,3955.25081680257,6
"Y15","ARIMA",1989,1988,5577.17923076887,5391.96912391668,5762.38933762107,5339.46463215697,5814.89382938078,1
"Y15","ARIMA",1990,1988,5863.85846153775,5601.93181653881,6125.78510653669,5527.67925220671,6200.03767086879,2
"Y15","ARIMA",1991,1988,6150.53769230662,5829.74437716337,6471.33100744988,5738.80392980996,6562.27145480329,3
"Y15","ARIMA",1992,1988,6437.2169230755,6066.79670937112,6807.63713677988,5961.78772585168,6912.64612029931,4
"Y15","ARIMA",1993,1988,6723.89615384437,6309.75376480287,7138.03854288587,6192.35015210407,7255.44215558468,5
"Y15","ARIMA",1994,1988,7010.57538461325,6556.90512761903,7464.24564160747,6428.29591360356,7592.85485562294,6
"Y16","ARIMA",1989,1988,6085.64307692308,5644.2579825522,6527.02817129396,5519.13144143556,6652.1547124106,1
"Y16","ARIMA",1990,1988,6295.39615384615,5671.18336715752,6919.60894053478,5494.22771569754,7096.56459199477,2
"Y16","ARIMA",1991,1988,6505.14923076923,5740.64782161528,7269.65063992318,5523.92229502591,7486.37616651255,3
"Y16","ARIMA",1992,1988,6714.90230769231,5832.13211895054,7597.67249643407,5581.87903671727,7847.92557866735,4
"Y16","ARIMA",1993,1988,6924.65538461539,5937.68830934693,7911.62245988384,5657.89685762071,8191.41391161006,5
"Y16","ARIMA",1994,1988,7134.40846153846,6053.2402002596,8215.57672281732,5746.74402124446,8522.07290183247,6
"Y17","ARIMA",1989,1988,5899.28750585653,5531.16978379196,6267.4052279211,5426.81352465882,6371.76148705424,1
"Y17","ARIMA",1990,1988,5899.28750585653,5115.54863003722,6683.02638167584,4893.36954895681,6905.20546275625,2
"Y17","ARIMA",1991,1988,5899.28750585653,4853.82942747987,6944.7455842332,4557.45658911709,7241.11842259597,3
"Y17","ARIMA",1992,1988,5899.28750585653,4645.60550398543,7152.96950772764,4290.20407662662,7508.37093508644,4
"Y17","ARIMA",1993,1988,5899.28750585653,4467.34667956934,7331.22833214373,4061.41135243194,7737.16365928113,5
"Y17","ARIMA",1994,1988,5899.28750585653,4308.94461887883,7489.63039283423,3858.10450856519,7940.47050314788,6
"Y18","ARIMA",1989,1988,9477.33692307692,8439.44726437013,10515.2265817837,8145.219967819,10809.4538783348,1
"Y18","ARIMA",1990,1988,9909.29384615385,8441.49621456391,11377.0914777438,8025.39598136094,11793.1917109468,2
"Y18","ARIMA",1991,1988,10341.2507692308,8543.57314770028,12138.9283907613,8033.95652110009,12648.5450173614,3
"Y18","ARIMA",1992,1988,10773.2076923077,8697.4283748941,12848.9870097213,8108.97378179185,13437.4416028235,4
"Y18","ARIMA",1993,1988,11205.1646153846,8884.37278537217,13525.9564453971,8226.46054944786,14183.8686813214,5
"Y18","ARIMA",1994,1988,11637.1215384615,9094.82146531851,14179.4216116046,8374.1147203697,14900.1283565534,6
"Y19","ARIMA",1989,1988,5912.63769230725,5666.97241609898,6158.30296851552,5597.32972386394,6227.94566075055,1
"Y19","ARIMA",1990,1988,6211.94538461449,5864.52221919663,6559.36855003236,5766.03257931766,6657.85818991132,2
"Y19","ARIMA",1991,1988,6511.25307692174,6085.74833687358,6936.7578169699,5965.12365554661,7057.38249829687,3
"Y19","ARIMA",1992,1988,6810.56076922899,6319.23021681245,7301.89132164552,6179.94483234238,7441.1767061156,4
"Y19","ARIMA",1993,1988,7109.86846153623,6560.54420422328,7659.19271884918,6404.81841024964,7814.91851282282,5
"Y19","ARIMA",1994,1988,7409.17615384348,6807.42157961333,8010.93072807363,6636.8325193238,8181.51978836316,6
"Y20","ARIMA",1989,1988,10534.7961538433,9537.26708842784,11532.3252192587,9254.48145925599,11815.1108484306,1
"Y20","ARIMA",1990,1988,11167.5923076866,9756.87317451469,12578.3114408584,9356.95390249565,12978.2307128775,2
"Y20","ARIMA",1991,1988,11800.3884615298,10072.6174382036,13528.1594848561,9582.81836082763,14017.958562232,3
"Y20","ARIMA",1992,1988,12433.1846153731,10438.1264845422,14428.242746204,9872.55522619854,14993.8140045477,4
"Y20","ARIMA",1993,1988,13065.9807692164,10835.4379694156,15296.5235690171,10203.1100795273,15928.8514589054,5
"Y20","ARIMA",1994,1988,13698.7769230597,11255.3397091965,16142.2141369229,10562.6592111335,16834.8946349858,6
"Y21","ARIMA",1989,1988,9590.43923077067,8841.88249337417,10338.9959681672,8629.67705967351,10551.2014018678,1
"Y21","ARIMA",1990,1988,10136.9784615413,9078.35937130945,11195.5975517732,8778.25556896072,11495.701354122,2
"Y21","ARIMA",1991,1988,10683.517692312,9386.97939079328,11980.0559938307,9019.42879798155,12347.6065866425,3
"Y21","ARIMA",1992,1988,11230.0569230827,9732.94344828968,12727.1703978757,9308.53258088836,13151.581265277,4
"Y21","ARIMA",1993,1988,11776.5961538533,10102.7724040193,13450.4199036874,9628.26662906982,13924.9256786369,5
"Y21","ARIMA",1994,1988,12323.135384624,10489.5533344801,14156.717434768,9969.75830126743,14676.5124679806,6
"Y22","ARIMA",1989,1988,5293.6969230764,4743.70266772733,5843.69117842546,4587.78693862022,5999.60690753257,1
"Y22","ARIMA",1990,1988,5585.34384615279,4807.53451101085,6363.15318129473,4587.03637232028,6583.6513199853,2
"Y22","ARIMA",1991,1988,5876.99076922918,4924.3727750936,6829.60876336477,4654.31881058093,7099.66272787744,3
"Y22","ARIMA",1992,1988,6168.63769230558,5068.64918160745,7268.62620300371,4756.81772339322,7580.45766121794,4
"Y22","ARIMA",1993,1988,6460.28461538197,5230.46007318709,7690.10915757686,4881.82190414214,8038.74732662181,5
"Y22","ARIMA",1994,1988,6751.93153845837,5404.72625139116,8099.13682552557,5022.81227220473,8481.05080471201,6
"Y23","ARIMA",1989,1988,3358.2,1965.1868097774,4751.2131902226,1570.28692655673,5146.11307344327,1
"Y23","ARIMA",1990,1988,3358.2,1388.18185382259,5328.21814617741,829.70908319237,5886.69091680763,2
"Y23","ARIMA",1991,1988,3358.2,945.430378920856,5770.96962107914,261.443717279638,6454.95628272036,3
"Y23","ARIMA",1992,1988,3358.2,572.173619554809,6144.22638044519,-217.626146886531,6934.02614688653,4
"Y23","ARIMA",1993,1988,3358.2,243.327813108432,6473.07218689157,-639.695170079716,7356.09517007972,5
"Y23","ARIMA",1994,1988,3358.2,-53.9715210119198,6770.37152101192,-1021.27473438723,7737.67473438723,6
"Y24","ARIMA",1989,1988,6418.40769230762,6033.37573666144,6803.43964795379,5924.2245273347,6912.59085728053,1
"Y24","ARIMA",1990,1988,6787.40538461524,6242.88797099338,7331.92279823709,6088.52485041408,7486.28591881639,2
"Y24","ARIMA",1991,1988,7156.40307692285,6489.50816720608,7823.29798663963,6300.45272694457,8012.35342690114,3
"Y24","ARIMA",1992,1988,7525.40076923047,6755.33685793813,8295.46468052282,6537.03443928464,8513.76709917631,4
"Y24","ARIMA",1993,1988,7894.39846153809,7033.44083520356,8755.35608787262,6789.37131132266,8999.42561175352,5
"Y24","ARIMA",1994,1988,8263.39615384571,7320.26432784666,9206.52797984476,7052.89956018842,9473.892747503,6
"Y25","ARIMA",1989,1988,5130.33384615367,4945.46921309482,5315.19847921252,4893.06265835508,5367.60503395225,1
"Y25","ARIMA",1990,1988,5396.92769230734,5135.48962103239,5658.36576358229,5061.37556056221,5732.47982405247,2
"Y25","ARIMA",1991,1988,5663.521538461,5343.3266014805,5983.71647544151,5252.55578602164,6074.48729090037,3
"Y25","ARIMA",1992,1988,5930.11538461467,5560.38611849697,6299.84465073237,5455.57300901751,6404.65776021184,4
"Y25","ARIMA",1993,1988,6196.70923076834,5783.3393446132,6610.07911692349,5666.15472574859,6727.26373578809,5
"Y25","ARIMA",1994,1988,6463.30307692201,6010.47905444098,6916.12709940304,5882.1097361514,7044.49641769262,6
"Y26","ARIMA",1989,1988,9008.04230769102,8338.93866589628,9677.14594948576,8149.25708078146,9866.82753460058,1
"Y26","ARIMA",1990,1988,9487.08461538204,8540.82917052269,10433.3400602414,8272.57890032089,10701.5903304432,2
"Y26","ARIMA",1991,1988,9966.12692307306,8807.2054199552,11125.0484261909,8478.66727727614,11453.58656887,3
"Y26","ARIMA",1992,1988,10445.1692307641,9106.9619471746,11783.3765143536,8727.59877694497,12162.7396845832,4
"Y26","ARIMA",1993,1988,10924.2115384551,9428.0503114094,12420.3727655008,9003.90939301275,12844.5136838975,5
"Y26","ARIMA",1994,1988,11403.2538461461,9764.29133871104,13042.2163535812,9299.66824157744,13506.8394507148,6
"Y27","ARIMA",1989,1988,3424.14923076847,3025.80775015425,3822.49071138268,2912.88347543769,3935.41498609925,1
"Y27","ARIMA",1990,1988,3642.85846153693,3079.51853719653,4206.19838587733,2919.81949637122,4365.89742670264,2
"Y27","ARIMA",1991,1988,3861.5676923054,3171.62000911937,4551.51537549142,2976.02942790241,4747.10595670838,3
"Y27","ARIMA",1992,1988,4080.27692307386,3283.59396184544,4876.95988430228,3057.7454124123,5102.80843373542,4
"Y27","ARIMA",1993,1988,4298.98615384233,3408.26752493104,5189.70478275362,3155.76117035493,5442.21113732972,5
"Y27","ARIMA",1994,1988,4517.69538461079,3541.96201372122,5493.42875550036,3265.35516109175,5770.03560812983,6
"Y28","ARIMA",1989,1988,11849.1710062986,11115.8731849164,12582.4688276807,10907.99344188,12790.3485707171,1
"Y28","ARIMA",1990,1988,14490.4030125824,13576.312568463,15404.4934567017,13317.1806290317,15663.6253961331,2
"Y28","ARIMA",1991,1988,15282.8626106001,13658.2349043714,16907.4903168287,13197.6755241948,17368.0496970053,3
"Y28","ARIMA",1992,1988,17588.3222637683,15485.9359808487,19690.7085466879,14889.9386827348,20286.7058448017,4
"Y28","ARIMA",1993,1988,18655.571547369,15763.9267303708,21547.2163643671,14944.1856047568,22366.9574899811,5
"Y28","ARIMA",1994,1988,20736.1485662102,17164.4874213835,24307.809711037,16151.9711157981,25320.3260166224,6
"Y29","ARIMA",1989,1988,3823,2399.55929971641,5246.44070028359,1996.03364019002,5649.96635980998,1
"Y29","ARIMA",1990,1988,3823,1809.9508564251,5836.0491435749,1239.27939595732,6406.72060404268,2
"Y29","ARIMA",1991,1988,3823,1357.52838554741,6288.47161445259,658.601441089952,6987.39855891005,3
"Y29","ARIMA",1992,1988,3823,976.118599432826,6669.88140056717,169.06728038004,7476.93271961996,4
"Y29","ARIMA",1993,1988,3823,640.089832225996,7005.910167774,-262.220973140455,7908.22097314045,5
"Y29","ARIMA",1994,1988,3823,336.29660519525,7309.70339480475,-652.135358764467,8298.13535876447,6
"Y30","ARIMA",1989,1988,5749.90615384589,5474.05760062071,6025.75470707107,5395.85836875428,6103.9539389375,1
"Y30","ARIMA",1990,1988,5999.28230769178,5609.17354255974,6389.39107282382,5498.58312828707,6499.98148709648,2
"Y30","ARIMA",1991,1988,6248.65846153767,5770.87475215729,6726.44217091804,5635.42970945177,6861.88721362356,3
"Y30","ARIMA",1992,1988,6498.03461538355,5946.3375089332,7049.73172183391,5789.93904520034,7206.13018556677,4
"Y30","ARIMA",1993,1988,6747.41076922944,6130.59465272298,7364.22688573591,5955.73585448137,7539.08568397752,5
"Y30","ARIMA",1994,1988,6996.78692307533,6321.09872138868,7672.47512476198,6129.55050503833,7864.02334111233,6
"Y31","ARIMA",1989,1988,7181.12153845458,6664.1664643274,7698.07661258176,6517.61688401041,7844.62619289876,1
"Y31","ARIMA",1990,1988,7563.85307690917,6832.76819994092,8294.93795387742,6625.51579589654,8502.19035792179,2
"Y31","ARIMA",1991,1988,7946.58461536375,7051.19216174493,8841.97706898256,6797.36084280801,9095.80838791949,3
"Y31","ARIMA",1992,1988,8329.31615381833,7295.40600556397,9363.22630207269,7002.30684492998,9656.32546270668,4
"Y31","ARIMA",1993,1988,8712.04769227291,7556.10100521109,9867.99437933474,7228.40618154823,10195.6892029976,5
"Y31","ARIMA",1994,1988,9094.7792307275,7828.50307917325,10361.0553822817,7469.53138537759,10720.0270760774,6
"Y32","ARIMA",1989,1988,5991.2,5676.67689678399,6305.72310321602,5587.51396738605,6394.88603261395,1
"Y32","ARIMA",1990,1988,6621.8,5918.50496071481,7325.09503928519,5719.13058950801,7524.46941049199,2
"Y32","ARIMA",1991,1988,7252.4,6075.56230754074,8429.23769245927,5741.94517413255,8762.85482586745,3
"Y32","ARIMA",1992,1988,7883,6160.28601512063,9605.71398487937,5671.92053787574,10094.0794621243,4
"Y32","ARIMA",1993,1988,8513.6,6181.03423777276,10846.1657622272,5519.78425566679,11507.4157443332,5
"Y32","ARIMA",1994,1988,9144.2,6143.84082090935,12144.5591790907,5293.28068425075,12995.1193157493,6
"Y33","ARIMA",1989,1988,3979.80274608439,3376.54700271196,4583.05848945682,3205.53238182966,4754.07311033912,1
"Y33","ARIMA",1990,1988,3143.99990787327,2309.17737774336,3978.82243800318,2072.51679048388,4215.48302526267,2
"Y33","ARIMA",1991,1988,2342.07329607205,1493.52139817054,3190.62519397357,1252.96872592022,3431.17786622389,3
"Y33","ARIMA",1992,1988,2129.14651988137,1248.06273946576,3010.23030029698,998.287730559956,3260.00530920279,4
"Y33","ARIMA",1993,1988,2457.19166282456,1517.13510139005,3397.24822425907,1250.64212850442,3663.7411971447,5
"Y33","ARIMA",1994,1988,2912.18224773588,1959.23595906373,3865.12853640802,1689.08892761167,4135.27556786009,6
"Y34","ARIMA",1989,1988,8510.64741357019,7630.13256317566,9391.16226396473,7380.51883802543,9640.77598911496,1
"Y34","ARIMA",1990,1988,8510.64741357019,6694.37580063876,10326.9190265016,6179.48803584377,10841.8067912966,2
"Y34","ARIMA",1991,1988,8510.64741357019,6097.68683740741,10923.607989733,5413.64604265334,11607.648784487,3
"Y34","ARIMA",1992,1988,8510.64741357019,5621.71769613312,11399.5771310073,4802.7462635178,12218.5485636226,4
"Y34","ARIMA",1993,1988,8510.64741357019,5213.7623560551,11807.5324710853,4279.1412531518,12742.1535739886,5
"Y34","ARIMA",1994,1988,8510.64741357019,4851.00436367563,12170.2904634648,3813.54641053036,13207.74841661,6
"Y35","ARIMA",1989,1988,3525.2,2612.92669473074,4437.47330526926,2354.30988891385,4696.09011108615,1
"Y35","ARIMA",1990,1988,3525.2,2235.05071909729,4815.34928090271,1869.31132485343,5181.08867514657,2
"Y35","ARIMA",1991,1988,3525.2,1945.09628488485,5105.30371511515,1497.15883751882,5553.24116248118,3
"Y35","ARIMA",1992,1988,3525.2,1700.65338946149,5349.74661053851,1183.4197778277,5866.9802221723,4
"Y35","ARIMA",1993,1988,3525.2,1485.29487535952,5565.10512464048,907.010117429093,6143.38988257091,5
"Y35","ARIMA",1994,1988,3525.2,1290.59589612805,5759.80410387195,657.116682968224,6393.28331703178,6
"Y36","ARIMA",1989,1988,3353.9504683798,3035.71968117322,3672.18125558639,2945.505674883,3762.39526187661,1
"Y36","ARIMA",1990,1988,3747.50093675961,3216.08484886337,4278.91702465585,3065.43577208164,4429.56610143758,2
"Y36","ARIMA",1991,1988,4141.05140513941,3388.42247044114,4893.68033983769,3175.06262538946,5107.04018488937,3
"Y36","ARIMA",1992,1988,4534.60187351922,3546.43881094549,5522.76493609294,3266.30831343672,5802.89543360172,4
"Y36","ARIMA",1993,1988,4928.15234189902,3688.99760061623,6167.30708318181,3337.71444977491,6518.59023402313,5
"Y36","ARIMA",1994,1988,5321.70281027883,3816.1734492668,6827.23217129085,3389.37679506288,7254.02882549478,6
"Y37","ARIMA",1989,1988,1947.14538461474,1611.28690686279,2283.00386236669,1516.07569524337,2378.2150739861,1
"Y37","ARIMA",1990,1988,2080.50076922948,1605.52515495469,2555.47638350427,1470.87616819254,2690.12537026642,2
"Y37","ARIMA",1991,1988,2213.85615384422,1632.13220622509,2795.58010146334,1467.22155025008,2960.49075743836,3
"Y37","ARIMA",1992,1988,2347.21153845896,1675.49458295505,3018.92849396286,1485.07215971623,3209.35091720169,4
"Y37","ARIMA",1993,1988,2480.5669230737,1729.56453600073,3231.56931014666,1516.6657945996,3444.46805154779,5
"Y37","ARIMA",1994,1988,2613.92230768843,1791.24041140826,3436.60420396861,1558.02152514854,3669.82309022832,6
"Y38","ARIMA",1989,1988,8570.4,8422.43393208863,8718.36606791138,8380.48760785498,8760.31239214502,1
"Y38","ARIMA",1990,1988,9395,9064.13781378682,9725.86218621319,8970.34298139414,9819.65701860587,2
"Y38","ARIMA",1991,1988,10219.6,9665.96166900751,10773.2383309925,9509.01289509067,10930.1871049093,3
"Y38","ARIMA",1992,1988,11044.2,10233.756468596,11854.643531404,10004.0069887241,12084.393011276,4
"Y38","ARIMA",1993,1988,11868.8,10771.4542710142,12966.1457289858,10460.3720046934,13277.2279953066,5
"Y38","ARIMA",1994,1988,12693.4,11281.8936733982,14104.9063266018,10881.75124298,14505.04875702,6
"Y39","ARIMA",1989,1988,3396.92,3149.6362472813,3644.2037527187,3079.53473944462,3714.30526055538,1
"Y39","ARIMA",1990,1988,3629.84,3076.89671918973,4182.78328081027,2920.14498234169,4339.53501765832,2
"Y39","ARIMA",1991,1988,3862.76,2937.50892001089,4788.01107998912,2675.21309538979,5050.30690461022,3
"Y39","ARIMA",1992,1988,4095.68,2741.25110531437,5450.10889468563,2357.28933374163,5834.07066625837,4
"Y39","ARIMA",1993,1988,4328.6,2494.69460720422,6162.50539279579,1974.80791084272,6682.39208915728,5
"Y39","ARIMA",1994,1988,4561.52,2202.58334408135,6920.45665591866,1533.85758004291,7589.1824199571,6
"Y40","ARIMA",1989,1988,2615.93675584177,2482.21243373102,2749.66107795253,2444.30344653983,2787.57006514371,1
"Y40","ARIMA",1990,1988,3208.15940009568,3021.7212316874,3394.59756850396,2968.8686015407,3447.45019865066,2
"Y40","ARIMA",1991,1988,3442.0959993698,3078.99662994751,3805.1953687921,2976.06300405739,3908.12899468221,3
"Y40","ARIMA",1992,1988,3989.53585657112,3498.24270654845,4480.82900659378,3358.96792513733,4620.1037880049,4
"Y40","ARIMA",1993,1988,4262.65776556289,3567.12945048375,4958.18608064204,3369.95683766912,5155.35869345667,5
"Y40","ARIMA",1994,1988,4775.81015209238,3901.69393373915,5649.92637044561,3653.89413186231,5897.72617232245,6
