"series_id","method_id","timestamp","origin_timestamp","forecast","lo80","hi80","lo90","hi90","lo95","hi95","horizon"
"O5","ARIMA",100,96,5284.92890831677,5188.35088818747,5381.50692844606,5160.97236145245,5408.88545518108,FALSE,FALSE,4
"O5","ARIMA",101,96,5279.65009490691,5174.0510151725,5385.24917464131,5144.11514338893,5415.18504642488,FALSE,FALSE,5
"O5","ARIMA",102,96,5274.61863114511,5161.44574970352,5387.7915125867,5129.36281037551,5419.87445191471,FALSE,FALSE,6
"O5","ARIMA",103,96,5269.82292695541,5150.18432007134,5389.46153383948,5116.26843742299,5423.37741648784,FALSE,FALSE,7
"O5","ARIMA",104,96,5265.25193533868,5140.0284190704,5390.47545160697,5104.52929221509,5425.97457846227,FALSE,FALSE,8
"O6","ARIMA",96,95,4343.28095744681,4273.69621356199,4412.86570133163,4253.9699055651,4432.59200932852,FALSE,FALSE,1
"O6","ARIMA",97,95,4331.62191489362,4233.21422635745,4430.02960342979,4205.3170140527,4457.92681573454,FALSE,FALSE,2
"O6","ARIMA",98,95,4319.96287234043,4199.43856050025,4440.48718418061,4165.2715928039,4474.65415187697,FALSE,FALSE,3
"O6","ARIMA",99,95,4308.30382978724,4169.1343420176,4447.47331755688,4129.68172602383,4486.92593355066,FALSE,FALSE,4
"O6","ARIMA",100,95,4296.64478723405,4141.04856971068,4452.24100475743,4096.93920408455,4496.35037038356,FALSE,FALSE,5
"O6","ARIMA",101,95,4284.98574468087,4114.5386282808,4455.43286108093,4066.21923917945,4503.75225018228,FALSE,FALSE,6
"O6","ARIMA",102,95,4273.32670212768,4089.22277476432,4457.43062949103,4037.03186951909,4509.62153473626,FALSE,FALSE,7
"O6","ARIMA",103,95,4261.66765957449,4064.85228250214,4458.48303664683,4009.05785789265,4514.27746125632,FALSE,FALSE,8
"O7","ARIMA",97,96,5313.73,5247.32282709309,5380.13717290691,5228.49731631543,5398.96268368457,FALSE,FALSE,1
"O7","ARIMA",98,96,5313.73,5219.81607543619,5407.64392456381,5193.19278277583,5434.26721722417,FALSE,FALSE,2
"O7","ARIMA",99,96,5313.73,5198.70940253822,5428.75059746178,5166.10266139288,5461.35733860712,FALSE,FALSE,3
"O7","ARIMA",100,96,5313.73,5180.91565418618,5446.54434581382,5143.26463263087,5484.19536736913,FALSE,FALSE,4
"O7","ARIMA",101,96,5313.73,5165.23904718657,5462.22095281343,5123.14392537657,5504.31607462343,FALSE,FALSE,5
"O7","ARIMA",102,96,5313.73,5151.06631111729,5476.3936888827,5104.95341556477,5522.50658443523,FALSE,FALSE,6
"O7","ARIMA",103,96,5313.73,5138.03313521745,5489.42686478255,5088.225515396,5539.234484604,FALSE,FALSE,7
"O7","ARIMA",104,96,5313.73,5125.90215087239,5501.55784912761,5072.65556555166,5554.80443444834,FALSE,FALSE,8
"O8","ARIMA",96,95,5493.1522460243,5443.95462231989,5542.34986972871,5430.00777961088,5556.29671243771,FALSE,FALSE,1
"O8","ARIMA",97,95,5488.76387034188,5424.5302299658,5552.99751071796,5406.32088545895,5571.20685522481,FALSE,FALSE,2
"O8","ARIMA",98,95,5485.08010074991,5412.08838797411,5558.07181352571,5391.39625163717,5578.76394986264,FALSE,FALSE,3
"O8","ARIMA",99,95,5481.98780433118,5403.40875575087,5560.5668529115,5381.13268735054,5582.84292131183,FALSE,FALSE,4
"O8","ARIMA",100,95,5479.3920130086,5397.10335110556,5561.68067491163,5373.77565887409,5585.0083671431,FALSE,FALSE,5
"O8","ARIMA",101,95,5477.21300696324,5392.40774510961,5562.01826881688,5368.36663176082,5586.05938216567,FALSE,FALSE,6
"O8","ARIMA",102,95,5475.3838663446,5388.84921184344,5561.91852084576,5364.31783970934,5586.44989297985,FALSE,FALSE,7
"O8","ARIMA",103,95,5473.8484160828,5386.1156061411,5561.5812260245,5361.24457358823,5586.45225857737,FALSE,FALSE,8
"O9","ARIMA",96,95,6170.52,6115.40162559749,6225.63837440251,6099.77633233563,6241.26366766437,FALSE,FALSE,1
"O9","ARIMA",97,95,6170.52,6092.57084738401,6248.46915261599,6070.47334573703,6270.56665426297,FALSE,FALSE,2
"O9","ARIMA",98,95,6170.52,6075.05217510424,6265.98782489576,6047.98837329154,6293.05162670846,FALSE,FALSE,3
"O9","ARIMA",99,95,6170.52,6060.28325119497,6280.75674880503,6029.03266467125,6312.00733532875,FALSE,FALSE,4
"O9","ARIMA",100,95,6170.52,6047.27156802669,6293.76843197331,6012.33235012481,6328.70764987519,FALSE,FALSE,5
"O9","ARIMA",101,95,6170.52,6035.50810726216,6305.53189273784,5997.23411168926,6343.80588831074,FALSE,FALSE,6
"O9","ARIMA",102,95,6170.52,6024.6904886608,6316.3495113392,5983.34984852747,6357.69015147253,FALSE,FALSE,7
"O9","ARIMA",103,95,6170.52,6014.62169476801,6326.41830523199,5970.42669147406,6370.61330852594,FALSE,FALSE,8
"O10","ARIMA",97,96,5731.34,5679.38267009074,5783.29732990926,5664.65348901936,5798.02651098065,FALSE,FALSE,1
"O10","ARIMA",98,96,5731.34,5657.86123937764,5804.81876062236,5637.03103174383,5825.64896825617,FALSE,FALSE,2
"O10","ARIMA",99,96,5731.34,5641.34726477155,5821.33273522845,5615.83557480202,5846.84442519798,FALSE,FALSE,3
"O10","ARIMA",100,96,5731.34,5627.42534018149,5835.25465981851,5597.96697803871,5864.71302196129,FALSE,FALSE,4
"O10","ARIMA",101,96,5731.34,5615.15987839352,5847.52012160648,5582.22442826499,5880.45557173501,FALSE,FALSE,5
"O10","ARIMA",102,96,5731.34,5604.07105332488,5858.60894667512,5567.99207537091,5894.68792462909,FALSE,FALSE,6
"O10","ARIMA",103,96,5731.34,5593.87382627317,5868.80617372683,5554.90407614264,5907.77592385736,FALSE,FALSE,7
"O10","ARIMA",104,96,5731.34,5584.38247875528,5878.29752124472,5542.72206348766,5919.95793651234,FALSE,FALSE,8
"O11","ARIMA",96,95,6549.09,6493.86550236124,6604.31449763876,6478.21012463651,6619.96987536349,FALSE,FALSE,1
"O11","ARIMA",97,95,6549.09,6470.99076646402,6627.18923353598,6448.85071896164,6649.32928103836,FALSE,FALSE,2
"O11","ARIMA",98,95,6549.09,6453.4383642672,6644.7416357328,6426.32245463628,6671.85754536372,FALSE,FALSE,3
"O11","ARIMA",99,95,6549.09,6438.64100472248,6659.53899527752,6407.33024927302,6690.84975072698,FALSE,FALSE,4
"O11","ARIMA",100,95,6549.09,6425.60426925646,6672.57573074355,6390.59778045052,6707.58221954948,FALSE,FALSE,5
"O11","ARIMA",101,95,6549.09,6413.8181594835,6684.3618405165,6375.47047232738,6722.70952767262,FALSE,FALSE,6
"O11","ARIMA",102,95,6549.09,6402.97971296937,6695.20028703063,6361.55947682895,6736.62052317105,FALSE,FALSE,7
"O11","ARIMA",103,95,6549.09,6392.89153292805,6705.28846707195,6348.61143792327,6749.56856207673,FALSE,FALSE,8
"O12","ARIMA",97,96,6801.88,6761.56320981302,6842.19679018698,6750.13396000518,6853.62603999482,FALSE,FALSE,1
"O12","ARIMA",98,96,6801.88,6744.86344852623,6858.89655147377,6728.70004844023,6875.05995155977,FALSE,FALSE,2
"O12","ARIMA",99,96,6801.88,6732.04927099806,6871.71072900194,6712.25322963849,6891.50677036151,FALSE,FALSE,3
"O12","ARIMA",100,96,6801.88,6721.24641962605,6882.51358037395,6698.38792001037,6905.37207998963,FALSE,FALSE,4
"O12","ARIMA",101,96,6801.88,6711.72891650732,6892.03108349268,6686.17233700517,6917.58766299483,FALSE,FALSE,5
"O12","ARIMA",102,96,6801.88,6703.12443597506,6900.63556402494,6675.12860580305,6928.63139419695,FALSE,FALSE,6
"O12","ARIMA",103,96,6801.88,6695.21179950489,6908.54820049511,6664.97284684132,6938.78715315869,FALSE,FALSE,7
"O12","ARIMA",104,96,6801.88,6687.84689705245,6915.91310294755,6655.52009688046,6948.23990311954,FALSE,FALSE,8
"O13","ARIMA",96,95,6494.01,6431.43001663564,6556.58998336436,6413.6894609137,6574.3305390863,FALSE,FALSE,1
"O13","ARIMA",97,95,6494.01,6405.50853879303,6582.51146120697,6380.41960428703,6607.60039571297,FALSE,FALSE,2
"O13","ARIMA",98,95,6494.01,6385.61828927611,6602.40171072389,6354.8907454112,6633.1292545888,FALSE,FALSE,3
"O13","ARIMA",99,95,6494.01,6368.85003327127,6619.16996672873,6333.3689218274,6654.6510781726,FALSE,FALSE,4
"O13","ARIMA",100,95,6494.01,6354.07690316648,6633.94309683352,6314.4078146136,6673.6121853864,FALSE,FALSE,5
"O13","ARIMA",101,95,6494.01,6340.72097264545,6647.29902735455,6297.26566337329,6690.75433662671,FALSE,FALSE,6
"O13","ARIMA",102,95,6494.01,6328.43892696733,6659.58107303267,6281.501828407,6706.518171593,FALSE,FALSE,7
"O13","ARIMA",103,95,6494.01,6317.00707758607,6671.01292241393,6266.82920857407,6721.19079142593,FALSE,FALSE,8
"O14","ARIMA",96,95,6609.11280472024,6557.61725410908,6660.6083553314,6543.01898105218,6675.2066283883,FALSE,FALSE,1
"O14","ARIMA",97,95,6614.18933623572,6544.47396115382,6683.90471131762,6524.71062102771,6703.66805144373,FALSE,FALSE,2
"O14","ARIMA",98,95,6618.82210217372,6536.97194318817,6700.67226115927,6513.76856044071,6723.87564390673,FALSE,FALSE,3
"O14","ARIMA",99,95,6623.04989435246,6532.32411337106,6713.77567533387,6506.60461511639,6739.49517358853,FALSE,FALSE,4
"O14","ARIMA",100,95,6626.90811359899,6529.40529376142,6724.41093343655,6501.76459915939,6752.05162803858,FALSE,FALSE,5
"O14","ARIMA",101,95,6630.42906617303,6527.62264170105,6733.23549064501,6498.47844887985,6762.37968346621,FALSE,FALSE,6
"O14","ARIMA",102,95,6633.64223427897,6526.61930656604,6740.6651619919,6496.27979366522,6771.00467489272,FALSE,FALSE,7
"O14","ARIMA",103,95,6636.57452293095,6526.16286805684,6746.98617780506,6494.86269809289,6778.28634776901,FALSE,FALSE,8
"O15","ARIMA",96,95,7445.85787234041,7401.3205577602,7490.39518692062,7388.69484793194,7503.02089674888,FALSE,FALSE,1
"O15","ARIMA",97,95,7455.50574468082,7392.52047036981,7518.49101899183,7374.6650202961,7536.34646906554,FALSE,FALSE,2
"O15","ARIMA",98,95,7465.15361702123,7388.01272533563,7542.29450870683,7366.14435443147,7564.16287961099,FALSE,FALSE,3
"O15","ARIMA",99,95,7474.80148936164,7385.72686020122,7563.87611852206,7360.47544054471,7589.12753817857,FALSE,FALSE,4
"O15","ARIMA",100,95,7484.44936170205,7384.86089876541,7584.03782463869,7356.62895332524,7612.26977007886,FALSE,FALSE,5
"O15","ARIMA",101,95,7494.09723404246,7385.00353880713,7603.19092927779,7354.07699208746,7634.11747599746,FALSE,FALSE,6
"O15","ARIMA",102,95,7503.74510638287,7385.91044794099,7621.57976482475,7352.50595960976,7654.98425315599,FALSE,FALSE,7
"O15","ARIMA",103,95,7513.39297872328,7387.42243010127,7639.3635273453,7351.71152995385,7675.07442749272,FALSE,FALSE,8
"O16","ARIMA",95,94,8233.20290322581,8177.17315493366,8289.23265151795,8161.28949983782,8305.11630661379,FALSE,FALSE,1
"O16","ARIMA",96,94,8240.68580645161,8161.44777652051,8319.92383638271,8138.98489606392,8342.38671683931,FALSE,FALSE,2
"O16","ARIMA",97,94,8248.16870967742,8151.12233890013,8345.21508045471,8123.61104126423,8372.7263780906,FALSE,FALSE,3
"O16","ARIMA",98,94,8255.65161290322,8143.59211631894,8367.71110948751,8111.82480612726,8399.47841967919,FALSE,FALSE,4
"O16","ARIMA",99,94,8263.13451612903,8137.84819018559,8388.42084207247,8102.33125766014,8423.93777459793,FALSE,FALSE,5
"O16","ARIMA",100,94,8270.61741935484,8133.37312562251,8407.86171308717,8094.46627538734,8446.76856332233,FALSE,FALSE,6
"O16","ARIMA",101,94,8278.10032258064,8129.85954257808,8426.3411025832,8087.83534128377,8468.36530387752,FALSE,FALSE,7
"O16","ARIMA",102,94,8285.58322580645,8127.10716594425,8444.05928566865,8082.18140503106,8488.98504658184,FALSE,FALSE,8
"O17","ARIMA",97,96,4438.2,4386.24099915976,4490.15900084024,4371.51134440265,4504.88865559735,FALSE,FALSE,1
"O17","ARIMA",98,96,4438.2,4364.71887632438,4511.68112367562,4343.8879987978,4532.5120012022,FALSE,FALSE,2
"O17","ARIMA",99,96,4438.2,4348.20437063419,4528.19562936581,4322.69186021693,4553.70813978307,FALSE,FALSE,3
"O17","ARIMA",100,96,4438.2,4334.28199831952,4542.11800168048,4304.82268880531,4571.57731119469,FALSE,FALSE,4
"O17","ARIMA",101,96,4438.2,4322.01614207825,4554.38385792175,4289.07963275626,4587.32036724374,FALSE,FALSE,5
"O17","ARIMA",102,96,4438.2,4310.92696039657,4565.47303960343,4274.8468221543,4601.5531778457,FALSE,FALSE,6
"O17","ARIMA",103,96,4438.2,4300.72940540533,4575.67059459467,4261.75840202018,4614.64159797982,FALSE,FALSE,7
"O17","ARIMA",104,96,4438.2,4291.23775264875,4585.16224735125,4249.57599759561,4626.82400240439,FALSE,FALSE,8
"O18","ARIMA",96,95,3334.2764893617,3257.03125801704,3411.52172070636,3235.13330826935,3433.41967045405,FALSE,FALSE,1
"O18","ARIMA",97,95,3322.7129787234,3213.47172492714,3431.95423251967,3182.50334740579,3462.92261004101,FALSE,FALSE,2
"O18","ARIMA",98,95,3311.14946808511,3177.35680275374,3444.94213341647,3139.42844120916,3482.87049496106,FALSE,FALSE,3
"O18","ARIMA",99,95,3299.58595744681,3145.09549475749,3454.07642013613,3101.29959526211,3497.8723196315,FALSE,FALSE,4
"O18","ARIMA",100,95,3288.02244680851,3115.29685858415,3460.74803503287,3066.33155438045,3509.71333923657,FALSE,FALSE,5
"O18","ARIMA",101,95,3276.45893617021,3087.24753431255,3465.67033802787,3033.60873101761,3519.30914132281,FALSE,FALSE,6
"O18","ARIMA",102,95,3264.89542553192,3060.52375342829,3469.26709763554,3002.58722417372,3527.20362689011,FALSE,FALSE,7
"O18","ARIMA",103,95,3253.33191489362,3034.84940730109,3471.81442248615,2972.9126522584,3533.75117752884,FALSE,FALSE,8
"O19","ARIMA",97,96,6910.06624565163,6842.85006170578,6977.28242959748,6823.79520753996,6996.3372837633,FALSE,FALSE,1
"O19","ARIMA",98,96,6924.28970178167,6823.7396095817,7024.83979398164,6795.23505560741,7053.34434795592,FALSE,FALSE,2
"O19","ARIMA",99,96,6897.93038482511,6768.11127593291,7027.74949371731,6731.30936242544,7064.55140722478,FALSE,FALSE,3
"O19","ARIMA",100,96,6910.56936143117,6760.60868680392,7060.53003605843,6718.0969192818,7103.04180358055,FALSE,FALSE,4
"O19","ARIMA",101,96,6885.732660918,6714.89419349439,7056.57112834162,6666.46386181576,7105.00146002024,FALSE,FALSE,5
"O19","ARIMA",102,96,6896.90846883139,6710.1981494667,7083.61878819607,6657.26836830546,7136.54856935732,FALSE,FALSE,6
"O19","ARIMA",103,96,6873.47781028797,6669.7210756587,7077.23454491724,6611.95887263343,7134.99674794251,FALSE,FALSE,7
"O19","ARIMA",104,96,6883.302472547,6665.98103561435,7100.62390947964,6604.37342797043,7162.23151712357,FALSE,FALSE,8
"O20","ARIMA",96,95,6560.39,6465.64507122208,6655.13492877792,6438.78620041399,6681.99379958601,FALSE,FALSE,1
"O20","ARIMA",97,95,6560.39,6426.40043675619,6694.37956324381,6388.41625738936,6732.36374261064,FALSE,FALSE,2
"O20","ARIMA",98,95,6560.39,6396.28696959714,6724.49303040286,6349.76604072361,6771.01395927639,FALSE,FALSE,3
"O20","ARIMA",99,95,6560.39,6370.90014244416,6749.87985755584,6317.18240082798,6803.59759917202,FALSE,FALSE,4
"O20","ARIMA",100,95,6560.39,6348.53389872919,6772.24610127081,6288.47563780342,6832.30436219658,FALSE,FALSE,5
"O20","ARIMA",101,95,6560.39,6328.31326877776,6792.46673122224,6262.52274023061,6858.2572597694,FALSE,FALSE,6
"O20","ARIMA",102,95,6560.39,6309.71848046909,6811.06151953091,6238.65658781488,6882.12341218512,FALSE,FALSE,7
"O20","ARIMA",103,95,6560.39,6292.41087351238,6828.36912648762,6216.44251477873,6904.33748522127,FALSE,FALSE,8
"O21","ARIMA",97,96,7670.88,7548.61424680171,7793.14575319829,7513.95360467801,7827.80639532199,FALSE,FALSE,1
"O21","ARIMA",98,96,7670.88,7497.97011361321,7843.78988638679,7448.95256344132,7892.80743655868,FALSE,FALSE,2
"O21","ARIMA",99,96,7670.88,7459.10950343488,7882.65049656512,7399.07551025368,7942.68448974633,FALSE,FALSE,3
"O21","ARIMA",100,96,7670.88,7426.34849360341,7915.41150639659,7357.02720935602,7984.73279064398,FALSE,FALSE,4
"O21","ARIMA",101,96,7670.88,7397.4854645284,7944.2745354716,7319.98191259603,8021.77808740397,FALSE,FALSE,5
"O21","ARIMA",102,96,7670.88,7371.39129164712,7970.36870835288,7286.49040428685,8055.26959571315,FALSE,FALSE,6
"O21","ARIMA",103,96,7670.88,7347.39522317732,7994.36477682268,7255.69178383621,8086.06821616379,FALSE,FALSE,7
"O21","ARIMA",104,96,7670.88,7325.06022722642,8016.69977277358,7227.02512688264,8114.73487311736,FALSE,FALSE,8
"O22","ARIMA",97,96,6098.06,5934.52379509597,6261.59620490404,5888.16355337518,6307.95644662482,FALSE,FALSE,1
"O22","ARIMA",98,96,6098.06,5866.78488108569,6329.33511891431,5801.22159848927,6394.89840151074,FALSE,FALSE,2
"O22","ARIMA",99,96,6098.06,5814.80698422922,6381.31301577078,5734.50869011765,6461.61130988235,FALSE,FALSE,3
"O22","ARIMA",100,96,6098.06,5770.98759019193,6425.13240980807,5678.26710675037,6517.85289324963,FALSE,FALSE,4
"O22","ARIMA",101,96,6098.06,5732.38192905224,6463.73807094776,5628.71727711126,6567.40272288875,FALSE,FALSE,5
"O22","ARIMA",102,96,6098.06,5697.47974351388,6498.64025648612,5583.92080694588,6612.19919305412,FALSE,FALSE,6
"O22","ARIMA",103,96,6098.06,5665.38387146862,6530.73612853138,5542.72620115459,6653.39379884541,FALSE,FALSE,7
"O22","ARIMA",104,96,6098.06,5635.50976217138,6560.61023782863,5504.38319697853,6691.73680302147,FALSE,FALSE,8
"O23","ARIMA",72,71,6416.984,6244.9963094731,6588.9716905269,6196.24018901339,6637.72781098661,FALSE,FALSE,1
"O23","ARIMA",73,71,6440.588,6197.36067549564,6683.81532450436,6128.40910869281,6752.76689130719,FALSE,FALSE,2
"O23","ARIMA",74,71,6464.192,6166.30058173098,6762.08341826902,6081.85250391481,6846.53149608519,FALSE,FALSE,3
"O23","ARIMA",75,71,6487.796,6143.82061894621,6831.77138105379,6046.30837802678,6929.28362197322,FALSE,FALSE,4
"O23","ARIMA",76,71,6511.4,6126.82383268866,6895.97616731134,6017.80183302157,7004.99816697842,FALSE,FALSE,5
"O23","ARIMA",77,71,6535.004,6113.7219161694,6956.2860838306,5994.29429920543,7075.71370079457,FALSE,FALSE,6
"O23","ARIMA",78,71,6558.608,6103.57134230149,7013.64465769851,5974.57477267278,7142.64122732722,FALSE,FALSE,7
"O23","ARIMA",79,71,6582.212,6095.75735099127,7068.66664900872,5957.85421738563,7206.56978261437,FALSE,FALSE,8
"O24","ARIMA",71,70,6742.7,6536.54978211375,6948.85021788625,6478.10905984306,7007.29094015694,FALSE,FALSE,1
"O24","ARIMA",72,70,6742.7,6451.15956597909,7034.24043402091,6368.51190394901,7116.88809605099,FALSE,FALSE,2
"O24","ARIMA",73,70,6742.7,6385.63734862961,7099.76265137039,6284.41504842577,7200.98495157423,FALSE,FALSE,3
"O24","ARIMA",74,70,6742.7,6330.39956422749,7155.00043577251,6213.51811968612,7271.88188031388,FALSE,FALSE,4
"O24","ARIMA",75,70,6742.7,6281.73409922994,7203.66590077006,6151.05667157851,7334.34332842149,FALSE,FALSE,5
"O24","ARIMA",76,70,6742.7,6237.7371558151,7247.6628441849,6094.58720605222,7390.81279394778,FALSE,FALSE,6
"O24","ARIMA",77,70,6742.7,6197.27779075119,7288.12220924881,6042.65817318397,7442.74182681603,FALSE,FALSE,7
"O24","ARIMA",78,70,6742.7,6159.61913195818,7325.78086804182,5994.32380789802,7491.07619210198,FALSE,FALSE,8
"O25","ARIMA",70,69,5549.81,5354.46715881639,5745.15284118361,5299.09017767016,5800.52982232984,FALSE,FALSE,1
"O25","ARIMA",71,69,5549.81,5273.55350468564,5826.06649531436,5195.23862690537,5904.38137309463,FALSE,FALSE,2
"O25","ARIMA",72,69,5549.81,5211.46627417513,5888.15372582487,5115.55052926008,5984.06947073992,FALSE,FALSE,3
"O25","ARIMA",73,69,5549.81,5159.12431763278,5940.49568236722,5048.37035534032,6051.24964465968,FALSE,FALSE,4
"O25","ARIMA",74,69,5549.81,5113.0101281955,5986.6098718045,4989.18343396381,6110.43656603619,FALSE,FALSE,5
"O25","ARIMA",75,69,5549.81,5071.31971419462,6028.30028580538,4935.67436689064,6163.94563310936,FALSE,FALSE,6
"O25","ARIMA",76,69,5549.81,5032.98142183138,6066.63857816862,4886.46770136095,6213.15229863905,FALSE,FALSE,7
"O25","ARIMA",77,69,5549.81,4997.29700937129,6102.32299062872,4840.66725381074,6258.95274618926,FALSE,FALSE,8
"O26","ARIMA",71,70,6302.99,6151.3230919945,6454.6569080055,6108.32763101811,6497.65236898189,FALSE,FALSE,1
"O26","ARIMA",72,70,6302.99,6088.50060173542,6517.47939826458,6027.69583770213,6578.28416229787,FALSE,FALSE,2
"O26","ARIMA",73,70,6302.99,6040.29520950759,6565.68479049241,5965.82488660164,6640.15511339836,FALSE,FALSE,3
"O26","ARIMA",74,70,6302.99,5999.65618398899,6606.32381601101,5913.66526203621,6692.31473796379,FALSE,FALSE,4
"O26","ARIMA",75,70,6302.99,5963.85248376249,6642.12751623751,5867.71171029534,6738.26828970466,FALSE,FALSE,5
"O26","ARIMA",76,70,6302.99,5931.48346452088,6674.49653547912,5826.16652387297,6779.81347612702,FALSE,FALSE,6
"O26","ARIMA",77,70,6302.99,5901.71707929933,6704.26292070067,5787.96178205121,6818.01821794879,FALSE,FALSE,7
"O26","ARIMA",78,70,6302.99,5874.01120347085,6731.96879652915,5752.40167540426,6853.57832459574,FALSE,FALSE,8
"O27","ARIMA",85,84,5033.39,4888.55317011533,5178.22682988467,4847.49394138084,5219.28605861916,FALSE,FALSE,1
"O27","ARIMA",86,84,5033.39,4828.55979084597,5238.22020915403,4770.49327270908,5296.28672729092,FALSE,FALSE,2
"O27","ARIMA",87,84,5033.39,4782.52525183254,5284.25474816746,4711.40858154481,5355.37141845519,FALSE,FALSE,3
"O27","ARIMA",88,84,5033.39,4743.71634023066,5323.06365976934,4661.59788276168,5405.18211723832,FALSE,FALSE,4
"O27","ARIMA",89,84,5033.39,4709.5250027323,5357.2549972677,4617.71377617827,5449.06622382173,FALSE,FALSE,5
"O27","ARIMA",90,84,5033.39,4678.61367082026,5388.16632917974,4578.03951118855,5488.74048881145,FALSE,FALSE,6
"O27","ARIMA",91,84,5033.39,4650.18776744219,5416.59223255781,4541.55525918662,5525.22474081338,FALSE,FALSE,7
"O27","ARIMA",92,84,5033.39,4623.72958169194,5443.05041830806,4507.59654541816,5559.18345458184,FALSE,FALSE,8
