"engine_id","method_id","value","forecast","horizon","lo80","hi80","lo90","hi90","lo95","hi95","lo99","hi99"
36,"LM",59,65.2448734154743,1,7.26887293507146,123.220873895877,-9.16651761256165,139.65626444351,-23.4217678374498,153.911514668398,-51.2828457610269,181.772592591976
37,"LM",109,135.210090325939,1,77.2340898455362,193.186090806342,60.7986992979031,209.621481353975,46.5434490730149,223.876731578863,18.6823711494378,251.73780950244
38,"LM",114,75.2107261473997,1,17.2347256669969,133.186726627803,0.799335119363747,149.622117175436,-13.4559151055245,163.877367400324,-41.3169930291015,191.738445323901
39,"LM",47,67.8912694986548,1,9.91526901825195,125.867269979058,-6.52012152938116,142.302660526691,-20.7753717542694,156.557910751579,-48.6364496778464,184.418988675156
40,"LM",135,128.191078041216,1,70.2150775608132,186.167078521619,53.7796870131801,202.602469069252,39.5244367882919,216.85771929414,11.6633588647148,244.718797217717
41,"LM",92,124.611684657373,1,66.6356841769702,182.587685137776,50.2002936293371,199.023075685409,35.9450434044489,213.278325910297,8.08396548087177,241.139403833874
42,"LM",21,-24.9094428166473,1,-82.8854432970501,33.0665576637555,-99.3208338446832,49.5019482113887,-113.576084069571,63.7571984362769,-141.437161993149,91.6182763598539
43,"LM",79,134.373396909048,1,76.3973964286452,192.349397389451,59.9620058810121,208.784787937084,45.7067556561239,223.040038161972,17.8456777325468,250.901116085549
44,"LM",114,100.365226739846,1,42.3892262594431,158.341227220249,25.95383571181,174.776617767882,11.6985854869218,189.03186799277,-16.1624924366552,216.892945916347
45,"LM",29,43.6028618824443,1,-14.3731385979585,101.578862362847,-30.8085291455916,118.01425291048,-45.0637793704798,132.269503135368,-72.9248572940569,160.130581058946
46,"LM",26,50.106003143404,1,-7.86999733699884,108.082003623807,-24.3053878846319,124.51739417144,-38.5606381095201,138.772644396328,-66.4217160330972,166.633722319905
47,"LM",97,141.881564681283,1,83.9055642008802,199.857565161686,67.4701736532471,216.292955709319,53.2149234283589,230.548205934207,25.3538455047818,258.409283857784
48,"LM",137,126.522040082183,1,68.5460396017802,184.498040562586,52.110649054147,200.933431110219,37.8553988292588,215.188681335107,9.99432090568176,243.049759258684
49,"LM",15,47.3819532605693,1,-10.5940472198335,105.357953740972,-27.0294377674667,121.793344288605,-41.2846879923549,136.048594513493,-69.1457659159319,163.909672437071
50,"LM",103,84.5377677555923,1,26.5617672751895,142.513768235995,10.1263767275563,158.949158783628,-4.12887349733185,173.204409008516,-31.9899514209089,201.065486932094
51,"LM",37,53.9731712406115,1,-4.00282923979135,111.949171721014,-20.4382197874245,128.384562268647,-34.6934700123127,142.639812493536,-62.5545479358897,170.500890417113
52,"LM",114,149.743704318265,1,91.7677038378622,207.719704798668,75.3323132902291,224.155095346301,61.0770630653409,238.410345571189,33.2159851417638,266.271423494766
53,"LM",100,96.6267810753797,1,38.6507805949769,154.602781555783,22.2153900473437,171.038172103416,7.96013982245555,185.293422328304,-19.9009381011215,213.154500251881
54,"LM",21,53.7622002943068,1,-4.21380018609604,111.73820077471,-20.6491907337291,128.173591322343,-34.9044409586174,142.428841547231,-62.7655188821944,170.289919470808
55,"LM",54,48.578997936579,1,-9.39700254382385,106.554998416982,-25.832393091457,122.990388964615,-40.0876433163452,137.245639189503,-67.9487212399222,165.10671711308
56,"LM",72,69.8837307300168,1,11.9077302496139,127.85973121042,-4.52766029801916,144.295121758053,-18.7829105229074,158.550371982941,-46.6439884464844,186.411449906518
57,"LM",28,56.1077250777007,1,-1.86827540270215,114.083725558104,-18.3036659503353,130.519116105737,-32.5589161752235,144.774366330625,-60.4199940988005,172.635444254202
58,"LM",128,169.3977938247,1,111.421793344297,227.373794305103,94.986402796664,243.809184852736,80.7311525717758,258.064435077624,52.8700746481988,285.925513001201
59,"LM",14,30.8344197245582,1,-27.1415807558446,88.810420204961,-43.5769713034777,105.245810752594,-57.8322215283659,119.501060977482,-85.693299451943,147.362138901059
60,"LM",77,145.255419081728,1,87.2794186013252,203.231419562131,70.8440280536921,219.666810109764,56.5887778288039,233.922060334652,28.7276999052268,261.783138258229
61,"LM",8,16.9499818153153,1,-41.0260186650875,74.9259822957181,-57.4614092127207,91.3613728433512,-71.7166594376089,105.616623068239,-99.5777373611859,133.477700991817
62,"LM",121,142.630242493908,1,84.6542420135052,200.606242974311,68.2188514658721,217.041633521944,53.9636012409839,231.296883746832,26.1025233174068,259.157961670409
63,"LM",94,89.5349294565561,1,31.5589289761533,147.510929936959,15.1235384285201,163.946320484592,0.868288203631948,178.20157070948,-26.9927897199451,206.062648633057
64,"LM",118,146.007061182287,1,88.0310607018842,203.98306166269,71.5956701542511,220.418452210323,57.3404199293629,234.673702435211,29.4793420057858,262.534780358788
65,"LM",50,91.7138475416467,1,33.7378470612439,149.68984802205,17.3024565136107,166.125238569683,3.04720628872255,180.380488794571,-24.8138716348545,208.241566718148
66,"LM",131,139.26336111007,1,81.2873606296672,197.239361590473,64.8519700820341,213.674752138106,50.5967198571459,227.930002362994,22.7356419335688,255.791080286571
67,"LM",126,92.2760773765535,1,34.3000768961507,150.252077856956,17.8646863485176,166.687468404589,3.60943612362935,180.942718629478,-24.2516417999477,208.803796553055
68,"LM",113,139.279009047709,1,81.3030085673062,197.255009528112,64.867618019673,213.690400075745,50.6123677947848,227.945650300633,22.7512898712078,255.80672822421
69,"LM",10,0.573646004616482,1,-57.4023544757864,58.5496464850193,-73.8377450234195,74.9850370326524,-88.0929952483077,89.2402872575406,-115.954073171885,117.101365181118
70,"LM",34,54.9149172354166,1,-3.06108324498624,112.890917715819,-19.4964737926193,129.326308263453,-33.7517240175075,143.581558488341,-61.6128019410846,171.442636411918
71,"LM",107,174.571937694945,1,116.595937214542,232.547938175348,100.160546666909,248.983328722981,85.9052964420209,263.238578947869,58.0442185184438,291.099656871446
72,"LM",63,114.374886168654,1,56.3988856882512,172.350886649057,39.9634951406181,188.78627719669,25.7082449157298,203.041527421578,-2.15283300784724,230.902605345155
73,"LM",90,90.6630775151096,1,32.6870770347068,148.639077995512,16.2516864870737,165.074468543146,1.99643626218545,179.329718768034,-25.8646416613916,207.190796691611
74,"LM",8,-1.82913389803151,1,-59.8051343784344,56.1468665823713,-76.2405249260675,72.5822571300044,-90.4957751509557,86.8375073548926,-118.356853074533,114.69858527847
75,"LM",9,23.4574840994332,1,-34.5185163809696,81.433484579836,-50.9539069286027,97.8688751274692,-65.2091571534909,112.124125352357,-93.070235077068,139.985203275934
76,"LM",137,137.660481435419,1,79.6844809550162,195.636481915822,63.2490904073831,212.071872463455,48.9938401824948,226.327122688343,21.1327622589178,254.18820061192
77,"LM",58,60.7292152849993,1,2.75321480459645,118.705215765402,-13.6821757430367,135.140606313035,-27.9374259679249,149.395856537923,-55.7985038915019,177.256934461501
78,"LM",89,108.776865652841,1,50.8008651724382,166.752866133244,34.365474624805,183.188256680877,20.1102243999168,197.443506905765,-7.75085352366024,225.304584829342
79,"LM",116,159.264872712862,1,101.288872232459,217.240873193265,84.8534816848261,233.676263740898,70.5982314599378,247.931513965786,42.7371535363608,275.792591889363
80,"LM",115,138.373987698482,1,80.3979872180792,196.349988178885,63.9625966704461,212.785378726518,49.7073464455579,227.040628951406,21.8462685219808,254.901706874983
81,"LM",136,82.1789380626759,1,24.2029375822731,140.154938543079,7.76754703463995,156.590329090712,-6.48770319024825,170.8455793156,-34.3487811138253,198.706657239177
82,"LM",28,54.370511321276,1,-3.60548915912685,112.346511801679,-20.04087970676,128.781902349312,-34.2961299316482,143.0371525742,-62.1572078552252,170.898230497777
83,"LM",38,18.7349400660424,1,-39.2410604143604,76.7109405464452,-55.6764509619936,93.1463310940783,-69.9317011868818,107.401581318967,-97.7927791104588,135.262659242544
84,"LM",20,40.270042448376,1,-17.7059580320268,98.2460429287788,-34.1413485796599,114.681433476412,-48.3965988045481,128.9366837013,-76.2576767281252,156.797761624877
85,"LM",85,25.1822704641745,1,-32.7937300162283,83.1582709445773,-49.2291205638614,99.5936614922105,-63.4843707887497,113.848911717099,-91.3454487123267,141.709989640676
86,"LM",55,72.7782146687804,1,14.8022141883775,130.754215149183,-1.63317635925556,147.189605696816,-15.8884265841438,161.444855921705,-43.7495045077208,189.305933845282
87,"LM",128,139.116002540846,1,81.1400020604432,197.092003021249,64.7046115128101,213.527393568882,50.4493612879219,227.78264379377,22.5882833643448,255.643721717347
88,"LM",137,150.938758798186,1,92.9627583177832,208.914759278589,76.5273677701501,225.350149826222,62.2721175452618,239.60540005111,34.4110396216848,267.466477974687
89,"LM",82,100.65386693848,1,42.6778664580771,158.629867418883,26.242475910444,175.065257966516,11.9872256855558,189.320508191404,-15.8738522380212,217.181586114981
90,"LM",59,96.9553014827988,1,38.979301002396,154.931301963202,22.5439104547629,171.366692510835,8.28866022987465,185.621942735723,-19.5724176937024,213.4830206593
91,"LM",117,148.184506855538,1,90.2085063751351,206.160507335941,73.773115827502,222.595897883574,59.5178656026138,236.851148108462,31.6567876790368,264.712226032039
92,"LM",20,16.3234659996702,1,-41.6525344807326,74.2994664800731,-58.0879250283657,90.7348570277062,-72.3431752532539,104.990107252594,-100.204253176831,132.851185176171
1,"CART",69,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
2,"CART",82,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
3,"CART",91,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
4,"CART",93,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
5,"CART",91,118.044473800088,1,64.6328274035983,171.456120196578,49.4913678161071,186.597579784069,36.3584097300698,199.730537870106,10.6907881289185,225.398159471257
6,"CART",95,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
7,"CART",111,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
8,"CART",96,118.044473800088,1,64.6328274035983,171.456120196578,49.4913678161071,186.597579784069,36.3584097300698,199.730537870106,10.6907881289185,225.398159471257
9,"CART",97,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
10,"CART",124,118.044473800088,1,64.6328274035983,171.456120196578,49.4913678161071,186.597579784069,36.3584097300698,199.730537870106,10.6907881289185,225.398159471257
11,"CART",95,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
12,"CART",83,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
13,"CART",84,118.044473800088,1,64.6328274035983,171.456120196578,49.4913678161071,186.597579784069,36.3584097300698,199.730537870106,10.6907881289185,225.398159471257
14,"CART",50,56.9471788715486,1,3.53553247505889,110.358825268038,-11.6059271124323,125.500284855529,-24.7388851984696,138.633242941567,-50.4065067996209,164.300864542718
15,"CART",28,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
16,"CART",87,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
17,"CART",16,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
18,"CART",57,56.9471788715486,1,3.53553247505889,110.358825268038,-11.6059271124323,125.500284855529,-24.7388851984696,138.633242941567,-50.4065067996209,164.300864542718
19,"CART",113,118.044473800088,1,64.6328274035983,171.456120196578,49.4913678161071,186.597579784069,36.3584097300698,199.730537870106,10.6907881289185,225.398159471257
20,"CART",20,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
21,"CART",119,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
22,"CART",66,118.044473800088,1,64.6328274035983,171.456120196578,49.4913678161071,186.597579784069,36.3584097300698,199.730537870106,10.6907881289185,225.398159471257
23,"CART",97,118.044473800088,1,64.6328274035983,171.456120196578,49.4913678161071,186.597579784069,36.3584097300698,199.730537870106,10.6907881289185,225.398159471257
24,"CART",90,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
25,"CART",115,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
26,"CART",8,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
27,"CART",48,56.9471788715486,1,3.53553247505889,110.358825268038,-11.6059271124323,125.500284855529,-24.7388851984696,138.633242941567,-50.4065067996209,164.300864542718
28,"CART",7,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
29,"CART",11,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
30,"CART",19,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
31,"CART",21,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
32,"CART",50,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
33,"CART",28,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
34,"CART",18,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
35,"CART",10,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
36,"CART",59,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
37,"CART",109,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
38,"CART",114,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
39,"CART",47,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
40,"CART",135,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
41,"CART",92,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
42,"CART",21,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
43,"CART",79,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
44,"CART",114,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
45,"CART",29,56.9471788715486,1,3.53553247505889,110.358825268038,-11.6059271124323,125.500284855529,-24.7388851984696,138.633242941567,-50.4065067996209,164.300864542718
46,"CART",26,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
47,"CART",97,118.044473800088,1,64.6328274035983,171.456120196578,49.4913678161071,186.597579784069,36.3584097300698,199.730537870106,10.6907881289185,225.398159471257
48,"CART",137,118.044473800088,1,64.6328274035983,171.456120196578,49.4913678161071,186.597579784069,36.3584097300698,199.730537870106,10.6907881289185,225.398159471257
49,"CART",15,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
50,"CART",103,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
51,"CART",37,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
52,"CART",114,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
53,"CART",100,118.044473800088,1,64.6328274035983,171.456120196578,49.4913678161071,186.597579784069,36.3584097300698,199.730537870106,10.6907881289185,225.398159471257
54,"CART",21,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
55,"CART",54,56.9471788715486,1,3.53553247505889,110.358825268038,-11.6059271124323,125.500284855529,-24.7388851984696,138.633242941567,-50.4065067996209,164.300864542718
56,"CART",72,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
57,"CART",28,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
58,"CART",128,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
59,"CART",14,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
60,"CART",77,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
61,"CART",8,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
62,"CART",121,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
63,"CART",94,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
64,"CART",118,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
65,"CART",50,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
66,"CART",131,118.044473800088,1,64.6328274035983,171.456120196578,49.4913678161071,186.597579784069,36.3584097300698,199.730537870106,10.6907881289185,225.398159471257
67,"CART",126,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
68,"CART",113,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
69,"CART",10,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
70,"CART",34,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
71,"CART",107,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
72,"CART",63,54.1543872639763,1,0.742740867486589,107.566033660466,-14.3987187200046,122.707493247957,-27.5316768060419,135.840451333994,-53.1992984071932,161.508072935146
73,"CART",90,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
74,"CART",8,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
75,"CART",9,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
76,"CART",137,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
77,"CART",58,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
78,"CART",89,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
79,"CART",116,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
80,"CART",115,135.31,1,81.8983536035103,188.72164639649,66.7568940160191,203.863105983981,53.6239359299818,216.996064070018,27.9563143288305,242.663685671169
81,"CART",136,88.0473973762167,1,34.635750979727,141.459043772706,19.4942913922358,156.600503360198,6.3613333061985,169.733461446235,-19.3062882949528,195.401083047386
82,"CART",28,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
83,"CART",38,20.0871694417238,1,-33.3244769547659,73.4988158382135,-48.4659365422571,88.6402754257047,-61.5988946282944,101.773233511742,-87.2665162294457,127.440855112893
